state,action,next_state,reward,done
"[-1.9113667297363282, 0.029999992847442626, -1.499775390625, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5392621755599976, -0.8420299291610718, -11.51366729736328, 0.200510174036026, -9.397754669189453, 1.4863462829589844]","[1.0, -0.19003167748451233]","[-1.5063729858398438, 0.029865486621856688, -0.9077009582519531, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9062000513076782, -0.4221571385860443, -7.4637298583984375, 0.19916511178016663, -3.4770103454589845, 0.8236293792724609]",-1.3443142771720886,False
"[-1.3959286499023438, 0.030034606456756593, -0.8550715637207031, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9067353010177612, -0.4207262396812439, -6.359286499023438, 0.20085631012916566, -2.9507164001464843, 0.7013387298583984]","[0.0, -0.16029608249664307]","[-1.1359288024902343, 0.029999926090240478, -0.8750720977783203, -0.76, 0.009948975443840026, -0.5599999237060547, 0.765775740146637, -0.6418094038963318, -3.759288024902344, 0.2005095064640045, -3.1507217407226564, 0.4909123992919922]",-1.5,False
"[-1.1359288024902343, 0.029999926090240478, -0.8750720977783203, -0.76, 0.009948975443840026, -0.5599999237060547, 0.765775740146637, -0.6418094038963318, -3.759288024902344, 0.2005095064640045, -3.1507217407226564, 0.4909123992919922]","[1.0, -0.21265855431556702]","[-1.128548583984375, 0.029999992847442626, -0.918852310180664, -0.76, 0.009948975443840026, -0.5599999237060547, 0.8218510746955872, -0.5683695077896118, -3.68548583984375, 0.200510174036026, -3.5885238647460938, 0.514786491394043]",-3.5,False
"[-1.128548583984375, 0.029999992847442626, -0.918852310180664, -0.76, 0.009948975443840026, -0.5599999237060547, 0.8218510746955872, -0.5683695077896118, -3.68548583984375, 0.200510174036026, -3.5885238647460938, 0.514786491394043]","[1.0, -0.08653450757265091]","[-1.1181857299804687, 0.029999992847442626, -0.9629789733886719, -0.76, 0.009948975443840026, -0.5599999237060547, 0.8195434808731079, -0.5718106031417847, -3.5818572998046876, 0.200510174036026, -4.0297904968261715, 0.5395286560058594]",-3.5,False
"[-1.1181857299804687, 0.029999992847442626, -0.9629789733886719, -0.76, 0.009948975443840026, -0.5599999237060547, 0.8195434808731079, -0.5718106031417847, -3.5818572998046876, 0.200510174036026, -4.0297904968261715, 0.5395286560058594]","[1.0, 0.19477848708629608]","[-1.1137528228759765, 0.029999992847442626, -1.0087193298339843, -0.76, 0.009948975443840026, -0.5599999237060547, 0.6809346079826355, -0.731503963470459, -3.537528228759766, 0.200510174036026, -4.487194061279297, 0.5717448806762695]",-3.5,False
"[-1.1137528228759765, 0.029999992847442626, -1.0087193298339843, -0.76, 0.009948975443840026, -0.5599999237060547, 0.6809346079826355, -0.731503963470459, -3.537528228759766, 0.200510174036026, -4.487194061279297, 0.5717448806762695]","[1.0, 0.07710795849561691]","[-1.112605667114258, 0.029999992847442626, -1.054032745361328, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5979335308074951, -0.8008654117584229, -3.526056671142578, 0.200510174036026, -4.940328216552734, 0.6072900772094727]",-3.5,False
"[-1.112605667114258, 0.029999992847442626, -1.054032745361328, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5979335308074951, -0.8008654117584229, -3.526056671142578, 0.200510174036026, -4.940328216552734, 0.6072900772094727]","[1.0, -0.2689809203147888]","[-1.1029182434082032, 0.029999992847442626, -1.098911895751953, -0.76, 0.009948975443840026, -0.5599999237060547, 0.7165842056274414, -0.6967945694923401, -3.429182434082031, 0.200510174036026, -5.389119720458984, 0.6390783309936523]",-3.5,False
"[-1.1029182434082032, 0.029999992847442626, -1.098911895751953, -0.76, 0.009948975443840026, -0.5599999237060547, 0.7165842056274414, -0.6967945694923401, -3.429182434082031, 0.200510174036026, -5.389119720458984, 0.6390783309936523]","[1.0, 0.18591056764125824]","[-1.098300018310547, 0.029999992847442626, -1.1446357727050782, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5736499428749084, -0.8185629844665527, -3.3830001831054686, 0.200510174036026, -5.8463584899902346, 0.6757573699951172]",-3.5,False
"[-1.098300018310547, 0.029999992847442626, -1.1446357727050782, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5736499428749084, -0.8185629844665527, -3.3830001831054686, 0.200510174036026, -5.8463584899902346, 0.6757573699951172]","[1.0, 0.061088934540748596]","[-1.0963099670410157, 0.029999992847442626, -1.1905899047851562, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5041803121566772, -0.8631429076194763, -3.3630996704101563, 0.200510174036026, -6.305899810791016, 0.7149476623535156]",-3.5,False
"[-1.0963099670410157, 0.029999992847442626, -1.1905899047851562, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5041803121566772, -0.8631429076194763, -3.3630996704101563, 0.200510174036026, -6.305899810791016, 0.7149476623535156]","[0.0, 0.358958899974823]","[-1.0961071014404298, 0.029999992847442626, -1.1958308410644531, -0.76, 0.009948975443840026, -0.5599999237060547, 0.24057888984680176, -0.97022944688797, -3.361071014404297, 0.200510174036026, -6.358309173583985, 0.7194796752929687]",-2.9532012939453125,False
"[-1.0961071014404298, 0.029999992847442626, -1.1958308410644531, -0.76, 0.009948975443840026, -0.5599999237060547, 0.24057888984680176, -0.97022944688797, -3.361071014404297, 0.200510174036026, -6.358309173583985, 0.7194796752929687]","[1.0, -0.17101742327213287]","[-1.1014069366455077, 0.029999992847442626, -1.2442959594726561, -0.76, 0.009948975443840026, -0.5599999237060547, 0.346423476934433, -0.9377119541168213, -3.4140693664550783, 0.200510174036026, -6.842960357666016, 0.7649979400634765]",-3.5,False
"[-1.1014069366455077, 0.029999992847442626, -1.2442959594726561, -0.76, 0.009948975443840026, -0.5599999237060547, 0.346423476934433, -0.9377119541168213, -3.4140693664550783, 0.200510174036026, -6.842960357666016, 0.7649979400634765]","[1.0, 0.16398805379867554]","[-1.1096868133544922, 0.029999992847442626, -1.2793183898925782, -0.76, 0.009948975443840026, -0.5599999237060547, 0.21308627724647522, -0.9767119288444519, -3.496868133544922, 0.200510174036026, -7.193184661865234, 0.8000637054443359]",-3.5,False
"[-1.1096868133544922, 0.029999992847442626, -1.2793183898925782, -0.76, 0.009948975443840026, -0.5599999237060547, 0.21308627724647522, -0.9767119288444519, -3.496868133544922, 0.200510174036026, -7.193184661865234, 0.8000637054443359]","[1.0, -0.08022783696651459]","[-1.1177428436279297, 0.029999992847442626, -1.3239237976074218, -0.76, 0.009948975443840026, -0.5599999237060547, 0.26017677783966064, -0.9652684330940247, -3.577428436279297, 0.200510174036026, -7.639238739013672, 0.8437782287597656]",-3.5,False
"[-1.1177428436279297, 0.029999992847442626, -1.3239237976074218, -0.76, 0.009948975443840026, -0.5599999237060547, 0.26017677783966064, -0.9652684330940247, -3.577428436279297, 0.200510174036026, -7.639238739013672, 0.8437782287597656]","[1.0, 0.11610516160726547]","[-1.1302574920654296, 0.029999992847442626, -1.3709451293945312, -0.76, 0.009948975443840026, -0.5599999237060547, 0.1616821140050888, -0.9865865707397461, -3.702574920654297, 0.200510174036026, -8.109452056884766, 0.8916976928710938]",-3.5,False
"[-1.1302574920654296, 0.029999992847442626, -1.3709451293945312, -0.76, 0.009948975443840026, -0.5599999237060547, 0.1616821140050888, -0.9865865707397461, -3.702574920654297, 0.200510174036026, -8.109452056884766, 0.8916976928710938]","[1.0, 0.1794918328523636]","[-1.1480535125732423, 0.029999992847442626, -1.4133294677734376, -0.76, 0.009948975443840026, -0.5599999237060547, 0.019948363304138184, -0.999572217464447, -3.880535125732422, 0.200510174036026, -8.533295440673829, 0.9376347351074219]",-3.5,False
"[-1.1480535125732423, 0.029999992847442626, -1.4133294677734376, -0.76, 0.009948975443840026, -0.5599999237060547, 0.019948363304138184, -0.999572217464447, -3.880535125732422, 0.200510174036026, -8.533295440673829, 0.9376347351074219]","[1.0, 0.16142652928829193]","[-1.172142333984375, 0.029999992847442626, -1.4548204040527344, -0.76, 0.009948975443840026, -0.5599999237060547, -0.10180801153182983, -0.9945959448814392, -4.12142333984375, 0.200510174036026, -8.948204803466798, 0.9853765869140625]",-3.5,False
"[-1.172142333984375, 0.029999992847442626, -1.4548204040527344, -0.76, 0.009948975443840026, -0.5599999237060547, -0.10180801153182983, -0.9945959448814392, -4.12142333984375, 0.200510174036026, -8.948204803466798, 0.9853765869140625]","[1.0, -0.024933354929089546]","[-1.1948143768310546, 0.029999992847442626, -1.4948417663574218, -0.76, 0.009948975443840026, -0.5599999237060547, -0.07859307527542114, -0.9967171549797058, -4.348143768310547, 0.200510174036026, -9.348418426513671, 1.0312104034423828]",-3.5,False
"[-1.1948143768310546, 0.029999992847442626, -1.4948417663574218, -0.76, 0.009948975443840026, -0.5599999237060547, -0.07859307527542114, -0.9967171549797058, -4.348143768310547, 0.200510174036026, -9.348418426513671, 1.0312104034423828]","[1.0, 0.16539275646209717]","[-1.221717071533203, 0.029999992847442626, -1.5313003540039063, -0.76, 0.009948975443840026, -0.5599999237060547, -0.19883421063423157, -0.9798558950424194, -4.617170715332032, 0.200510174036026, -9.713004302978515, 1.0756436157226563]",-3.5,False
"[-1.221717071533203, 0.029999992847442626, -1.5313003540039063, -0.76, 0.009948975443840026, -0.5599999237060547, -0.19883421063423157, -0.9798558950424194, -4.617170715332032, 0.200510174036026, -9.713004302978515, 1.0756436157226563]","[1.0, 0.0435917042195797]","[-1.2504930877685547, 0.029999992847442626, -1.5671836853027343, -0.76, 0.009948975443840026, -0.5599999237060547, -0.22306358814239502, -0.9746395349502563, -4.904930877685547, 0.200510174036026, -10.071837615966796, 1.120448455810547]",-3.5,False
"[-1.2504930877685547, 0.029999992847442626, -1.5671836853027343, -0.76, 0.009948975443840026, -0.5599999237060547, -0.22306358814239502, -0.9746395349502563, -4.904930877685547, 0.200510174036026, -10.071837615966796, 1.120448455810547]","[1.0, 0.015817858278751373]","[-1.2793418121337892, 0.029999992847442626, -1.6021527099609374, -0.76, 0.009948975443840026, -0.5599999237060547, -0.22627884149551392, -0.973910391330719, -5.19341812133789, 0.200510174036026, -10.421527862548828, 1.1645601654052735]",-3.5,False
"[-1.2793418121337892, 0.029999992847442626, -1.6021527099609374, -0.76, 0.009948975443840026, -0.5599999237060547, -0.22627884149551392, -0.973910391330719, -5.19341812133789, 0.200510174036026, -10.421527862548828, 1.1645601654052735]","[1.0, 0.14589926600456238]","[-1.3122492980957032, 0.029999992847442626, -1.6342710876464843, -0.76, 0.009948975443840026, -0.5599999237060547, -0.3243343234062195, -0.9457969069480896, -5.522492980957031, 0.200510174036026, -10.742711639404297, 1.2080728149414062]",-3.5,False
"[-1.3122492980957032, 0.029999992847442626, -1.6342710876464843, -0.76, 0.009948975443840026, -0.5599999237060547, -0.3243343234062195, -0.9457969069480896, -5.522492980957031, 0.200510174036026, -10.742711639404297, 1.2080728149414062]","[1.0, 0.28781935572624207]","[-1.35129150390625, 0.029999992847442626, -1.6584561157226563, -0.76, 0.009948975443840026, -0.5599999237060547, -0.5118692517280579, -0.8589130640029907, -5.9129150390625, 0.200510174036026, -10.984561920166016, 1.2476512145996095]",-3.5,False
"[-1.35129150390625, 0.029999992847442626, -1.6584561157226563, -0.76, 0.009948975443840026, -0.5599999237060547, -0.5118692517280579, -0.8589130640029907, -5.9129150390625, 0.200510174036026, -10.984561920166016, 1.2476512145996095]","[1.0, 0.42690810561180115]","[-1.3953306579589844, 0.029999992847442626, -1.6685464477539063, -0.76, 0.009948975443840026, -0.5599999237060547, -0.7486214637756348, -0.6628119945526123, -6.353306579589844, 0.200510174036026, -11.085465240478516, 1.2778585815429688]",-3.5,False
"[-1.3953306579589844, 0.029999992847442626, -1.6685464477539063, -0.76, 0.009948975443840026, -0.5599999237060547, -0.7486214637756348, -0.6628119945526123, -6.353306579589844, 0.200510174036026, -11.085465240478516, 1.2778585815429688]","[1.0, 0.23002873361110687]","[-1.44059326171875, 0.029999992847442626, -1.6701321411132812, -0.76, 0.009948975443840026, -0.5599999237060547, -0.8398698568344116, -0.5425695180892944, -6.8059326171875, 0.200510174036026, -11.101322174072266, 1.3023066711425781]",-3.5,False
"[-1.44059326171875, 0.029999992847442626, -1.6701321411132812, -0.76, 0.009948975443840026, -0.5599999237060547, -0.8398698568344116, -0.5425695180892944, -6.8059326171875, 0.200510174036026, -11.101322174072266, 1.3023066711425781]","[1.0, 0.21917149424552917]","[-1.4854588317871094, 0.029999992847442626, -1.6639187622070313, -0.76, 0.009948975443840026, -0.5599999237060547, -0.90766841173172, -0.41941338777542114, -7.254588317871094, 0.200510174036026, -11.039188385009766, 1.3211091613769532]",-3.3388267755508423,False
"[-1.4854588317871094, 0.029999992847442626, -1.6639187622070313, -0.76, 0.009948975443840026, -0.5599999237060547, -0.90766841173172, -0.41941338777542114, -7.254588317871094, 0.200510174036026, -11.039188385009766, 1.3211091613769532]","[0.0, 0.061893656849861145]","[-1.4893276977539063, 0.029999992847442626, -1.6633399963378905, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9259669184684753, -0.37730005383491516, -7.293276977539063, 0.200510174036026, -11.033400726318359, 1.3227548217773437]",-2.419166147708893,False
"[-1.4893276977539063, 0.029999992847442626, -1.6633399963378905, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9259669184684753, -0.37730005383491516, -7.293276977539063, 0.200510174036026, -11.033400726318359, 1.3227548217773437]","[1.0, 0.15849952399730682]","[-1.5314491271972657, 0.029999992847442626, -1.649306182861328, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9568195343017578, -0.29029425978660583, -7.714491271972657, 0.200510174036026, -10.893062591552734, 1.334962158203125]",-3.0805885195732117,False
"[-1.5314491271972657, 0.029999992847442626, -1.649306182861328, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9568195343017578, -0.29029425978660583, -7.714491271972657, 0.200510174036026, -10.893062591552734, 1.334962158203125]","[0.0, 0.056434113532304764]","[-1.5351600646972656, 0.029999992847442626, -1.6480699157714844, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9680451154708862, -0.250326931476593, -7.751600646972657, 0.200510174036026, -10.880699920654298, 1.3361030578613282]",-2.1147438287734985,False
"[-1.5351600646972656, 0.029999992847442626, -1.6480699157714844, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9680451154708862, -0.250326931476593, -7.751600646972657, 0.200510174036026, -10.880699920654298, 1.3361030578613282]","[1.0, 0.1276385486125946]","[-1.5724395751953124, 0.029999992847442626, -1.6293107604980468, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9830981492996216, -0.18247002363204956, -8.124395751953125, 0.200510174036026, -10.693108367919923, 1.3430880737304687]",-2.5634416341781616,False
"[-1.5724395751953124, 0.029999992847442626, -1.6293107604980468, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9830981492996216, -0.18247002363204956, -8.124395751953125, 0.200510174036026, -10.693108367919923, 1.3430880737304687]","[1.0, 0.34466519951820374]","[-1.6064518737792968, 0.029999992847442626, -1.599488525390625, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9984568357467651, 0.053481608629226685, -8.464518737792968, 0.200510174036026, -10.394886016845703, 1.3406787109375]",-1.1521005034446716,False
"[-1.6064518737792968, 0.029999992847442626, -1.599488525390625, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9984568357467651, 0.053481608629226685, -8.464518737792968, 0.200510174036026, -10.394886016845703, 1.3406787109375]","[1.0, 0.2467162311077118]","[-1.6343696594238282, 0.029999992847442626, -1.5629948425292968, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9771441221237183, 0.21204322576522827, -8.743696594238282, 0.200510174036026, -10.029949188232422, 1.3307603454589845]",-0.08407700061798096,False
"[-1.6343696594238282, 0.029999992847442626, -1.5629948425292968, -0.76, 0.009948975443840026, -0.5599999237060547, -0.9771441221237183, 0.21204322576522827, -8.743696594238282, 0.200510174036026, -10.029949188232422, 1.3307603454589845]","[1.0, 0.47284018993377686]","[-1.6476087951660157, 0.029999992847442626, -1.5191493225097656, -0.76, 0.009948975443840026, -0.5599999237060547, -0.8496053814888, 0.5271956920623779, -8.876087951660157, 0.200510174036026, -9.59149398803711, 1.306988525390625]",0.5,False
"[-1.6476087951660157, 0.029999992847442626, -1.5191493225097656, -0.76, 0.009948975443840026, -0.5599999237060547, -0.8496053814888, 0.5271956920623779, -8.876087951660157, 0.200510174036026, -9.59149398803711, 1.306988525390625]","[0.0, 0.40279141068458557]","[-1.6485650634765625, 0.029999992847442626, -1.5156770324707032, -0.76, 0.009948975443840026, -0.5599999237060547, -0.6452268362045288, 0.7638366222381592, -8.885650634765625, 0.200510174036026, -9.556771087646485, 1.3050933837890626]",-0.31048583984375,False
"[-1.6485650634765625, 0.029999992847442626, -1.5156770324707032, -0.76, 0.009948975443840026, -0.5599999237060547, -0.6452268362045288, 0.7638366222381592, -8.885650634765625, 0.200510174036026, -9.556771087646485, 1.3050933837890626]","[1.0, -0.05779111012816429]","[-1.64847412109375, 0.029999992847442626, -1.473946075439453, -0.76, 0.009948975443840026, -0.5599999237060547, -0.6953679919242859, 0.7184816598892212, -8.8847412109375, 0.200510174036026, -9.139461517333984, 1.274788589477539]",0.5,False
"[-1.64847412109375, 0.029999992847442626, -1.473946075439453, -0.76, 0.009948975443840026, -0.5599999237060547, -0.6953679919242859, 0.7184816598892212, -8.8847412109375, 0.200510174036026, -9.139461517333984, 1.274788589477539]","[0.0, 0.3326181471347809]","[-1.6484663391113281, 0.029999992847442626, -1.4703443908691407, -0.76, 0.009948975443840026, -0.5599999237060547, -0.4879273772239685, 0.8727419376373291, -8.884663391113282, 0.200510174036026, -9.103444671630859, 1.2722034454345703]",-0.241485595703125,False
"[-1.6484663391113281, 0.029999992847442626, -1.4703443908691407, -0.76, 0.009948975443840026, -0.5599999237060547, -0.4879273772239685, 0.8727419376373291, -8.884663391113282, 0.200510174036026, -9.103444671630859, 1.2722034454345703]","[0.0, 0.12047601491212845]","[-1.6484663391113281, 0.029999992847442626, -1.4703443908691407, -0.76, 0.009948975443840026, -0.5599999237060547, -0.4032875895500183, 0.9149375557899475, -8.884663391113282, 0.200510174036026, -9.103444671630859, 1.2722034454345703]",-0.5,False
"[-1.6484663391113281, 0.029999992847442626, -1.4703443908691407, -0.76, 0.009948975443840026, -0.5599999237060547, -0.4032875895500183, 0.9149375557899475, -8.884663391113282, 0.200510174036026, -9.103444671630859, 1.2722034454345703]","[0.0, 0.25333359837532043]","[-1.6484663391113281, 0.029999992847442626, -1.4703443908691407, -0.76, 0.009948975443840026, -0.5599999237060547, -0.21448692679405212, 0.9765996932983398, -8.884663391113282, 0.200510174036026, -9.103444671630859, 1.2722034454345703]",-0.5,False
"[-1.6484663391113281, 0.029999992847442626, -1.4703443908691407, -0.76, 0.009948975443840026, -0.5599999237060547, -0.21448692679405212, 0.9765996932983398, -8.884663391113282, 0.200510174036026, -9.103444671630859, 1.2722034454345703]","[1.0, 0.02310618758201599]","[-1.6241181945800782, 0.029999992847442626, -1.4327909851074219, -0.76, 0.009948975443840026, -0.5599999237060547, -0.20375049114227295, 0.9788867235183716, -8.641181945800781, 0.200510174036026, -8.727910614013672, 1.2283592987060548]",0.5,False
"[-1.6241181945800782, 0.029999992847442626, -1.4327909851074219, -0.76, 0.009948975443840026, -0.5599999237060547, -0.20375049114227295, 0.9788867235183716, -8.641181945800781, 0.200510174036026, -8.727910614013672, 1.2283592987060548]","[1.0, 0.2662763297557831]","[-1.5921249389648438, 0.029999992847442626, -1.399824676513672, -0.76, 0.009948975443840026, -0.5599999237060547, 0.003529459238052368, 0.9998499155044556, -8.321249389648438, 0.200510174036026, -8.398247528076173, 1.1824295806884766]",0.5,False
"[-1.5921249389648438, 0.029999992847442626, -1.399824676513672, -0.76, 0.009948975443840026, -0.5599999237060547, 0.003529459238052368, 0.9998499155044556, -8.321249389648438, 0.200510174036026, -8.398247528076173, 1.1824295806884766]","[1.0, 0.3191103935241699]","[-1.5535899353027345, 0.029999992847442626, -1.3761114501953124, -0.76, 0.009948975443840026, -0.5599999237060547, 0.2604631185531616, 0.9653230905532837, -7.935899353027343, 0.200510174036026, -8.161115264892578, 1.1385188293457031]",0.5,False
"[-1.5535899353027345, 0.029999992847442626, -1.3761114501953124, -0.76, 0.009948975443840026, -0.5599999237060547, 0.2604631185531616, 0.9653230905532837, -7.935899353027343, 0.200510174036026, -8.161115264892578, 1.1385188293457031]","[1.0, 0.5199523568153381]","[-1.5063673400878905, 0.029999992847442626, -1.368885498046875, -0.76, 0.009948975443840026, -0.5599999237060547, 0.6426563262939453, 0.7659379839897156, -7.463673400878906, 0.200510174036026, -8.088855743408203, 1.1008007049560546]",0.5,False
"[-1.5063673400878905, 0.029999992847442626, -1.368885498046875, -0.76, 0.009948975443840026, -0.5599999237060547, 0.6426563262939453, 0.7659379839897156, -7.463673400878906, 0.200510174036026, -8.088855743408203, 1.1008007049560546]","[1.0, 0.005787829402834177]","[-1.4607171630859375, 0.029999992847442626, -1.3632289123535157, -0.76, 0.009948975443840026, -0.5599999237060547, 0.6671430468559265, 0.7446920871734619, -7.007171630859375, 0.200510174036026, -8.03228988647461, 1.066106643676758]",0.5,False
"[-1.4607171630859375, 0.029999992847442626, -1.3632289123535157, -0.76, 0.009948975443840026, -0.5599999237060547, 0.6671430468559265, 0.7446920871734619, -7.007171630859375, 0.200510174036026, -8.03228988647461, 1.066106643676758]","[1.0, 0.5443736910820007]","[-1.4167120361328125, 0.029999992847442626, -1.3756813049316405, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9309847950935364, 0.3645556569099426, -6.567120361328125, 0.200510174036026, -8.156813812255859, 1.0473818969726563]",0.22911131381988525,False
"[-1.4167120361328125, 0.029999992847442626, -1.3756813049316405, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9309847950935364, 0.3645556569099426, -6.567120361328125, 0.200510174036026, -8.156813812255859, 1.0473818969726563]","[1.0, 0.3387276530265808]","[-1.3776542663574218, 0.029999992847442626, -1.3997920227050782, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9978005886077881, 0.06343519687652588, -6.176542663574219, 0.200510174036026, -8.397920989990235, 1.0426646423339845]",-0.9014041423797607,False
"[-1.3776542663574218, 0.029999992847442626, -1.3997920227050782, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9978005886077881, 0.06343519687652588, -6.176542663574219, 0.200510174036026, -8.397920989990235, 1.0426646423339845]","[0.0, 0.1663798838853836]","[-1.3746231079101563, 0.029999992847442626, -1.4017376708984375, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9973220229148865, -0.07056194543838501, -6.146231079101563, 0.200510174036026, -8.417377471923828, 1.0424423217773438]",-1.6188918352127075,False
"[-1.3746231079101563, 0.029999992847442626, -1.4017376708984375, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9973220229148865, -0.07056194543838501, -6.146231079101563, 0.200510174036026, -8.417377471923828, 1.0424423217773438]","[1.0, 0.2601412832736969]","[-1.3488671875, 0.029999992847442626, -1.4345713806152345, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9512264132499695, -0.3079066872596741, -5.888671875, 0.200510174036026, -8.745714569091797, 1.0545339965820313]",-3.115813374519348,False
"[-1.3488671875, 0.029999992847442626, -1.4345713806152345, -0.76, 0.009948975443840026, -0.5599999237060547, 0.9512264132499695, -0.3079066872596741, -5.888671875, 0.200510174036026, -8.745714569091797, 1.0545339965820313]","[1.0, 0.26670780777931213]","[-1.327234649658203, 0.029999992847442626, -1.4773548889160155, -0.76, 0.009948975443840026, -0.5599999237060547, 0.8464049696922302, -0.5322154760360718, -5.672346496582032, 0.200510174036026, -9.17354965209961, 1.078748016357422]",-3.5,False
"[-1.327234649658203, 0.029999992847442626, -1.4773548889160155, -0.76, 0.009948975443840026, -0.5599999237060547, 0.8464049696922302, -0.5322154760360718, -5.672346496582032, 0.200510174036026, -9.17354965209961, 1.078748016357422]","[0.0, 0.11233138293027878]","[-1.3256497192382812, 0.029999992847442626, -1.4805892944335937, -0.76, 0.009948975443840026, -0.5599999237060547, 0.794510006904602, -0.6069675087928772, -5.656497192382813, 0.200510174036026, -9.20589370727539, 1.0806694030761719]",-2.692138671875,False
"[-1.3256497192382812, 0.029999992847442626, -1.4805892944335937, -0.76, 0.009948975443840026, -0.5599999237060547, 0.794510006904602, -0.6069675087928772, -5.656497192382813, 0.200510174036026, -9.20589370727539, 1.0806694030761719]","[1.0, 0.2709091603755951]","[-1.3191661071777343, 0.029999992847442626, -1.5221759033203126, -0.76, 0.009948975443840026, -0.5599999237060547, 0.629564642906189, -0.776739239692688, -5.591661071777343, 0.200510174036026, -9.621759796142578, 1.1130370330810546]",-3.5,False
"[-1.3191661071777343, 0.029999992847442626, -1.5221759033203126, -0.76, 0.009948975443840026, -0.5599999237060547, 0.629564642906189, -0.776739239692688, -5.591661071777343, 0.200510174036026, -9.621759796142578, 1.1130370330810546]","[0.0, 0.08577964454889297]","[-1.3186114501953126, 0.029999992847442626, -1.5257345581054687, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5741841197013855, -0.818528950214386, -5.586114501953125, 0.200510174036026, -9.65734634399414, 1.1158370208740234]",-2.779998779296875,False
"[-1.3186114501953126, 0.029999992847442626, -1.5257345581054687, -0.76, 0.009948975443840026, -0.5599999237060547, 0.5741841197013855, -0.818528950214386, -5.586114501953125, 0.200510174036026, -9.65734634399414, 1.1158370208740234]","[1.0, 0.28915566205978394]","[-1.3244778442382812, 0.029999992847442626, -1.567408905029297, -0.76, 0.009948975443840026, -0.5599999237060547, 0.3624422252178192, -0.9318445324897766, -5.644778442382813, 0.200510174036026, -10.074089813232423, 1.1549502563476564]",-3.5,False
"[-1.3244778442382812, 0.029999992847442626, -1.567408905029297, -0.76, 0.009948975443840026, -0.5599999237060547, 0.3624422252178192, -0.9318445324897766, -5.644778442382813, 0.200510174036026, -10.074089813232423, 1.1549502563476564]","[1.0, 0.27498888969421387]","[-1.3398611450195312, 0.029999992847442626, -1.6106869506835937, -0.76, 0.009948975443840026, -0.5599999237060547, 0.14795824885368347, -0.9888525009155273, -5.798611450195312, 0.200510174036026, -10.50687026977539, 1.2002434539794922]",-3.5,False
"[-1.3398611450195312, 0.029999992847442626, -1.6106869506835937, -0.76, 0.009948975443840026, -0.5599999237060547, 0.14795824885368347, -0.9888525009155273, -5.798611450195312, 0.200510174036026, -10.50687026977539, 1.2002434539794922]","[1.0, 0.029532991349697113]","[-1.3568098449707031, 0.029999992847442626, -1.653448028564453, -0.76, 0.009948975443840026, -0.5599999237060547, 0.12034687399864197, -0.9926014542579651, -5.968098449707031, 0.200510174036026, -10.934481048583985, 1.2458782958984376]",-3.5,False
"[-1.3568098449707031, 0.029999992847442626, -1.653448028564453, -0.76, 0.009948975443840026, -0.5599999237060547, 0.12034687399864197, -0.9926014542579651, -5.968098449707031, 0.200510174036026, -10.934481048583985, 1.2458782958984376]","[1.0, 0.05465657263994217]","[-1.3752586364746093, 0.029999992847442626, -1.6948548889160155, -0.76, 0.009948975443840026, -0.5599999237060547, 0.07482600212097168, -0.9970755577087402, -6.152586364746094, 0.200510174036026, -11.34854965209961, 1.29106201171875]",-3.5,False
"[-1.3752586364746093, 0.029999992847442626, -1.6948548889160155, -0.76, 0.009948975443840026, -0.5599999237060547, 0.07482600212097168, -0.9970755577087402, -6.152586364746094, 0.200510174036026, -11.34854965209961, 1.29106201171875]","[0.0, -0.03156386688351631]","[-1.3768603515625, 0.029999992847442626, -1.6984236145019531, -0.76, 0.009948975443840026, -0.5599999237060547, 0.0992932915687561, -0.9949376583099365, -6.168603515625, 0.200510174036026, -11.384236907958984, 1.2949623107910155]",-2.8900299072265625,False
