state,action,next_state,reward,done
"[-0.9761196136474609, 0.029999992847442626, -0.46223453521728514, -0.76, 0.009499443173408508, -1.0, 0.09292501211166382, 0.9950454235076904, -2.1611961364746093, 0.2050054967403412, 5.377654647827148, 0.5799307250976562]","[1.0, 0.4639189839363098]","[-0.9784912109375, 0.029999992847442626, -0.5073271179199219, -0.76, 0.009499443173408508, -1.0, 0.4727250933647156, 0.8803898692131042, -2.184912109375, 0.2050054967403412, 4.926728820800781, 0.5393378067016602]",0.5,False
"[-0.9784912109375, 0.029999992847442626, -0.5073271179199219, -0.76, 0.009499443173408508, -1.0, 0.4727250933647156, 0.8803898692131042, -2.184912109375, 0.2050054967403412, 4.926728820800781, 0.5393378067016602]","[1.0, -0.8446327447891235]","[-0.9553355407714844, 0.029999992847442626, -0.5455680847167969, -0.76, 0.009499443173408508, -1.0, -0.18089702725410461, 0.9826298356056213, -1.9533554077148438, 0.2050054967403412, 4.544319152832031, 0.49506023406982425]",0.5,False
"[-0.9553355407714844, 0.029999992847442626, -0.5455680847167969, -0.76, 0.009499443173408508, -1.0, -0.18089702725410461, 0.9826298356056213, -1.9533554077148438, 0.2050054967403412, 4.544319152832031, 0.49506023406982425]","[1.0, 0.4973224997520447]","[-0.9453980255126954, 0.029999992847442626, -0.5895881652832031, -0.76, 0.009499443173408508, -1.0, 0.2246953547000885, 0.9733673930168152, -1.853980255126953, 0.2050054967403412, 4.104118347167969, 0.45081100463867185]",0.5,False
"[-0.9448749542236328, 0.029999992847442626, -0.5922030639648438, -0.76, 0.009499443173408508, -1.0, 0.22599638998508453, 0.9730537533760071, -1.848749542236328, 0.2050054967403412, 4.077969360351562, 0.44821575164794925]","[0.0, -0.6564266681671143]","[-0.9441685485839844, 0.029999992847442626, -0.5957349014282226, -0.76, 0.009499443173408508, -1.0, -0.2813502848148346, 0.958497166633606, -1.8416854858398437, 0.2050054967403412, 4.042650985717773, 0.44471183776855466]",-0.14960861206054688,False
"[-0.9441685485839844, 0.029999992847442626, -0.5957349014282226, -0.76, 0.009499443173408508, -1.0, -0.2813502848148346, 0.958497166633606, -1.8416854858398437, 0.2050054967403412, 4.042650985717773, 0.44471183776855466]","[1.0, 0.31398090720176697]","[-0.9254042816162109, 0.029999992847442626, -0.6330099105834961, -0.76, 0.009499443173408508, -1.0, -0.0428752601146698, 0.9977849721908569, -1.6540428161621095, 0.2050054967403412, 3.669900894165039, 0.40306396484375]",0.5,False
"[-0.9254042816162109, 0.029999992847442626, -0.6330099105834961, -0.76, 0.009499443173408508, -1.0, -0.0428752601146698, 0.9977849721908569, -1.6540428161621095, 0.2050054967403412, 3.669900894165039, 0.40306396484375]","[1.0, -0.450692743062973]","[-0.8930606079101563, 0.029999992847442626, -0.6645346832275391, -0.7599920654296874, 0.009492331743240356, -0.9999957275390625, -0.42771053314208984, 0.902133584022522, -1.3306854248046875, 0.2050766110420227, 3.3546104431152344, 0.3614718627929687]",0.5,False
"[-0.8911102294921875, 0.029999992847442626, -0.6663532257080078, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.4305739104747772, 0.9007464647293091, -1.311181640625, 0.20507660508155823, 3.336425018310547, 0.35906803131103515]","[1.0, 0.30683979392051697]","[-0.8832798767089843, 0.029999992847442626, -0.6770639038085937, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.21264860033988953, 0.9753324389457703, -1.2328781127929687, 0.20507660508155823, 3.2293182373046876, 0.34627361297607423]",0.5,False
"[-0.8832798767089843, 0.029999992847442626, -0.6770639038085937, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.21264860033988953, 0.9753324389457703, -1.2328781127929687, 0.20507660508155823, 3.2293182373046876, 0.34627361297607423]","[1.0, -0.13135148584842682]","[-0.8547042846679688, 0.029999992847442626, -0.7122544097900391, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.3557068109512329, 0.932153582572937, -0.9471221923828125, 0.20507660508155823, 2.8774131774902343, 0.3036215400695801]",0.5,False
"[-0.8530223083496093, 0.029999992847442626, -0.7143236541748047, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.3586410880088806, 0.930988073348999, -0.9303024291992188, 0.20507660508155823, 2.856720733642578, 0.3011373710632324]","[0.0, 0.06733330339193344]","[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.31304365396499634, 0.947238564491272, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]",-0.16496658325195312,False
"[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.31304365396499634, 0.947238564491272, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]","[0.0, 0.026834534481167793]","[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.29301178455352783, 0.9536254405975342, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]",-0.5,False
"[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.29301178455352783, 0.9536254405975342, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]","[0.0, 0.13633550703525543]","[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.18941664695739746, 0.9794787764549255, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]",-0.5,False
"[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.18941664695739746, 0.9794787764549255, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]","[0.0, -0.22257858514785767]","[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.3568843603134155, 0.9316065311431885, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]",-0.5,False
"[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.3568843603134155, 0.9316065311431885, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]","[0.0, 0.3024512529373169]","[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.1276398003101349, 0.9894267916679382, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]",-0.5,False
"[-0.8507505035400391, 0.029999992847442626, -0.7171186065673828, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.1276398003101349, 0.9894267916679382, -0.9075843811035156, 0.20507660508155823, 2.828771209716797, 0.297787036895752]","[1.0, -0.1753842681646347]","[-0.8280031585693359, 0.029999992847442626, -0.7521060180664062, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.30289170145988464, 0.9497009515762329, -0.6801109313964844, 0.20507660508155823, 2.4788970947265625, 0.25786699295043947]",0.5,False
"[-0.8280031585693359, 0.029999992847442626, -0.7521060180664062, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.30289170145988464, 0.9497009515762329, -0.6801109313964844, 0.20507660508155823, 2.4788970947265625, 0.25786699295043947]","[0.0, 0.19601285457611084]","[-0.8260398864746094, 0.029999992847442626, -0.7551256561279297, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.15791650116443634, 0.984157919883728, -0.6604782104492187, 0.20507660508155823, 2.448700714111328, 0.2544488716125488]",-0.1581878662109375,False
"[-0.8260398864746094, 0.029999992847442626, -0.7551256561279297, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.15791650116443634, 0.984157919883728, -0.6604782104492187, 0.20507660508155823, 2.448700714111328, 0.2544488716125488]","[0.0, -0.14687874913215637]","[-0.8260398864746094, 0.029999992847442626, -0.7551256561279297, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.27014607191085815, 0.9594401717185974, -0.6604782104492187, 0.20507660508155823, 2.448700714111328, 0.2544488716125488]",-0.5,False
"[-0.8260398864746094, 0.029999992847442626, -0.7551256561279297, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.27014607191085815, 0.9594401717185974, -0.6604782104492187, 0.20507660508155823, 2.448700714111328, 0.2544488716125488]","[1.0, 0.16556046903133392]","[-0.8084291076660156, 0.029999992847442626, -0.7958824920654297, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.17317549884319305, 0.9800735712051392, -0.48437042236328126, 0.20507660508155823, 2.041132354736328, 0.2107817077636719]",0.5,False
"[-0.8073713684082031, 0.029999992847442626, -0.7983304595947266, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.17534881830215454, 0.9795649647712708, -0.47379302978515625, 0.20507660508155823, 2.0166526794433595, 0.20816879272460936]","[1.0, -0.14598685503005981]","[-0.7850420379638672, 0.029999992847442626, -0.8377622985839843, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.3582218587398529, 0.9253701567649841, -0.2504997253417969, 0.20507660508155823, 1.6223342895507813, 0.16543201446533204]",0.5,False
"[-0.7837111663818359, 0.029999992847442626, -0.8400730895996094, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.36363905668258667, 0.9230011701583862, -0.23719100952148436, 0.20507660508155823, 1.5992263793945312, 0.16296751022338868]","[1.0, 0.3871970772743225]","[-0.7728752136230469, 0.029999992847442626, -0.8846416473388672, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.10538005083799362, 0.9790933132171631, -0.12883148193359376, 0.20507660508155823, 1.153540802001953, 0.11786901473999023]",0.5,False
"[-0.7728752136230469, 0.029999992847442626, -0.8846416473388672, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.10538005083799362, 0.9790933132171631, -0.12883148193359376, 0.20507660508155823, 1.153540802001953, 0.11786901473999023]","[1.0, -0.06948428601026535]","[-0.7600859069824218, 0.029999992847442626, -0.9309022521972656, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.2572343051433563, 0.9235078692436218, -0.00093841552734375, 0.20507660508155823, 0.6909347534179687, 0.07207274913787842]",0.5,False
"[-0.7586479187011719, 0.029999992847442626, -0.9360380554199219, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, -0.27597400546073914, 0.9113988876342773, 0.01344146728515625, 0.20507660508155823, 0.6395767211914063, 0.0671785306930542]","[1.0, 0.5985523462295532]","[-0.7661418914794922, 0.029999992847442626, -0.9804413604736328, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, 0.34004271030426025, 0.6197988390922546, -0.061498260498046874, 0.20507660508155823, 0.19554367065429687, 0.028995823860168458]",0.5,False
"[-0.766664047241211, 0.029999992847442626, -0.983056411743164, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, 0.3595450818538666, 0.5581051111221313, -0.06671981811523438, 0.20507660508155823, 0.16939315795898438, 0.027422981262207033]","[1.0, 0.5985523462295532]","[-0.7671862030029297, 0.031335253715515134, -0.9856714630126953, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, 0.3639177680015564, 0.4664687514305115, -0.07194137573242188, 0.21842921376228333, 0.14324264526367186, 0.027093420028686522]",1000.0,True
"[-0.766664047241211, 0.029999992847442626, -0.983056411743164, -0.7599920654296874, 0.009492332339286804, -0.9999957275390625, 0.3595450818538666, 0.5581051111221313, -0.06671981811523438, 0.20507660508155823, 0.16939315795898438, 0.027422981262207033]","[1.0, -0.9706754684448242]","[-0.744986801147461, 0.02999964952468872, -1.02182373046875, -0.83, 0.009528605937957764, -0.86, 0.08096423745155334, -0.9904841184616089, 0.8501319885253906, 0.20471043586730958, -1.6182373046875, 0.18393810272216796]",-3.5,False
"[-0.7435584259033203, 0.029999806880950927, -1.0240756225585939, -0.83, 0.009527912139892578, -0.86, 0.07981812953948975, -0.9907522797584534, 0.8644157409667969, 0.2047189474105835, -1.6407562255859376, 0.18657989501953126]","[0.0, -0.17614759504795074]","[-0.7414631652832031, 0.029999992847442626, -1.0273788452148438, -0.83, 0.009520182609558106, -0.86, 0.21412724256515503, -0.9708690643310547, 0.8853683471679688, 0.20479810237884521, -1.6737884521484374, 0.1904570007324219]",-2.8877105712890625,False
"[-0.7414631652832031, 0.029999992847442626, -1.0273788452148438, -0.83, 0.009520182609558106, -0.86, 0.21412724256515503, -0.9708690643310547, 0.8853683471679688, 0.20479810237884521, -1.6737884521484374, 0.1904570007324219]","[0.0, -0.9342606663703918]","[-0.7414631652832031, 0.029999992847442626, -1.0273788452148438, -0.83, 0.009520182609558106, -0.86, 0.8091866970062256, -0.5776280760765076, 0.8853683471679688, 0.20479810237884521, -1.6737884521484374, 0.1904570007324219]",-2.5,False
"[-0.7414631652832031, 0.029999992847442626, -1.0273788452148438, -0.83, 0.009520182609558106, -0.86, 0.8091866970062256, -0.5776280760765076, 0.8853683471679688, 0.20479810237884521, -1.6737884521484374, 0.1904570007324219]","[0.0, -0.9999788403511047]","[-0.7414631652832031, 0.029999992847442626, -1.0273788452148438, -0.83, 0.009520182609558106, -0.86, 0.9806288480758667, 0.1637204885482788, 0.8853683471679688, 0.20479810237884521, -1.6737884521484374, 0.1904570007324219]",-1.1725590229034424,False
"[-0.7414631652832031, 0.029999992847442626, -1.0273788452148438, -0.83, 0.009520182609558106, -0.86, 0.9806288480758667, 0.1637204885482788, 0.8853683471679688, 0.20479810237884521, -1.6737884521484374, 0.1904570007324219]","[0.0, -0.9999755024909973]","[-0.7414631652832031, 0.029999992847442626, -1.0273788452148438, -0.83, 0.009520182609558106, -0.86, 0.5776570439338684, 0.8091660737991333, 0.8853683471679688, 0.20479810237884521, -1.6737884521484374, 0.1904570007324219]",-0.5,False
"[-0.7414631652832031, 0.029999992847442626, -1.0273788452148438, -0.83, 0.009520182609558106, -0.86, 0.5776570439338684, 0.8091660737991333, 0.8853683471679688, 0.20479810237884521, -1.6737884521484374, 0.1904570007324219]","[1.0, -0.9958981871604919]","[-0.7666769409179688, 0.029999992847442626, -0.9941249847412109, -0.83, 0.009520182609558106, -0.86, -0.20421287417411804, 0.9693237543106079, 0.6332305908203125, 0.20479810237884521, -1.3412498474121093, 0.1497288990020752]",0.5,False
"[-0.7682881164550781, 0.029999992847442626, -0.9920000457763671, -0.83, 0.009520182609558106, -0.86, -0.20779836177825928, 0.9682192802429199, 0.6171188354492188, 0.20479810237884521, -1.320000457763672, 0.14714548110961914]","[0.0, 0.7591573596000671]","[-0.7706514739990235, 0.029999992847442626, -0.9888832092285156, -0.83, 0.009520182609558106, -0.86, 0.3662366569042206, 0.9194908738136292, 0.5934852600097656, 0.20479810237884521, -1.2888320922851562, 0.1433616065979004]",-0.121612548828125,False
"[-0.7706514739990235, 0.029999992847442626, -0.9888832092285156, -0.83, 0.009520182609558106, -0.86, 0.3662366569042206, 0.9194908738136292, 0.5934852600097656, 0.20479810237884521, -1.2888320922851562, 0.1433616065979004]","[0.0, -0.9351460337638855]","[-0.7706514739990235, 0.029999992847442626, -0.9888832092285156, -0.83, 0.009520182609558106, -0.86, -0.34441399574279785, 0.9278856515884399, 0.5934852600097656, 0.20479810237884521, -1.2888320922851562, 0.1433616065979004]",-0.5,False
"[-0.7706514739990235, 0.029999992847442626, -0.9888832092285156, -0.83, 0.009520182609558106, -0.86, -0.34441399574279785, 0.9278856515884399, 0.5934852600097656, 0.20479810237884521, -1.2888320922851562, 0.1433616065979004]","[0.0, 0.9016205668449402]","[-0.7706514739990235, 0.029999992847442626, -0.9888832092285156, -0.83, 0.009520182609558106, -0.86, 0.3419015407562256, 0.9288142919540405, 0.5934852600097656, 0.20479810237884521, -1.2888320922851562, 0.1433616065979004]",-0.5,False
"[-0.7706514739990235, 0.029999992847442626, -0.9888832092285156, -0.83, 0.009520182609558106, -0.86, 0.3419015407562256, 0.9288142919540405, 0.5934852600097656, 0.20479810237884521, -1.2888320922851562, 0.1433616065979004]","[0.0, -0.9355487823486328]","[-0.7706514739990235, 0.029999992847442626, -0.9888832092285156, -0.83, 0.009520182609558106, -0.86, -0.3690142333507538, 0.9183796644210815, 0.5934852600097656, 0.20479810237884521, -1.2888320922851562, 0.1433616065979004]",-0.5,False
"[-0.7706514739990235, 0.029999992847442626, -0.9888832092285156, -0.83, 0.009520182609558106, -0.86, -0.3690142333507538, 0.9183796644210815, 0.5934852600097656, 0.20479810237884521, -1.2888320922851562, 0.1433616065979004]","[1.0, 0.9186672568321228]","[-0.7744888305664063, 0.029999992847442626, -0.9473289489746094, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, 0.44780299067497253, 0.872783362865448, 0.5550430297851563, 0.20488128662109376, -0.8733535766601562, 0.1054891300201416]",0.5,False
"[-0.7747340393066406, 0.029999992847442626, -0.9446736145019531, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, 0.45786941051483154, 0.8665560483932495, 0.5525909423828125, 0.20488128662109376, -0.8468002319335938, 0.10316993713378907]","[0.0, -0.9782292246818542]","[-0.7750652313232422, 0.029999992847442626, -0.9410871887207031, -0.8299931335449219, 0.009511863589286804, -0.8599935913085938, -0.256386935710907, 0.9446395039558411, 0.5492790222167969, 0.20488129258155824, -0.8109359741210938, 0.10006503105163574]",-0.18950939178466797,False
"[-0.7750652313232422, 0.029999992847442626, -0.9410871887207031, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, -0.256386935710907, 0.9446395039558411, 0.5492790222167969, 0.20488128662109376, -0.8109359741210938, 0.10006503105163574]","[0.0, 0.8415594100952148]","[-0.7750652313232422, 0.029999992847442626, -0.9410871887207031, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, 0.3774971663951874, 0.903091311454773, 0.5492790222167969, 0.20488128662109376, -0.8109359741210938, 0.10006503105163574]",-0.5,False
"[-0.7750652313232422, 0.029999992847442626, -0.9410871887207031, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, 0.3774971663951874, 0.903091311454773, 0.5492790222167969, 0.20488128662109376, -0.8109359741210938, 0.10006503105163574]","[0.0, -0.9382054209709167]","[-0.7750652313232422, 0.029999992847442626, -0.9410871887207031, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, -0.32728320360183716, 0.9224770069122314, 0.5492790222167969, 0.20488128662109376, -0.8109359741210938, 0.10006503105163574]",-0.5,False
"[-0.7750652313232422, 0.029999992847442626, -0.9410871887207031, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, -0.32728320360183716, 0.9224770069122314, 0.5492790222167969, 0.20488128662109376, -0.8109359741210938, 0.10006503105163574]","[1.0, 0.8870222568511963]","[-0.7850548553466797, 0.029999992847442626, -0.9002030181884766, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, 0.5356073379516602, 0.7807901501655579, 0.4493827819824219, 0.20488128662109376, -0.40209426879882815, 0.0636868143081665]",0.5,False
"[-0.7856877899169922, 0.029999992847442626, -0.8976125335693359, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, 0.5535070300102234, 0.763613224029541, 0.4430534362792969, 0.20488128662109376, -0.3761894226074219, 0.06162720203399658]","[1.0, -0.9976905584335327]","[-0.8200720977783204, 0.029999992847442626, -0.8739036560058594, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, -0.25156089663505554, 0.5889795422554016, 0.09921035766601563, 0.20488128662109376, -0.13910064697265626, 0.02667733669281006]",1000.0,True
"[-0.82084716796875, 0.0313365912437439, -0.8734310913085938, -0.8299931335449219, 0.009511864185333252, -0.8599935913085938, -0.2466135174036026, 0.5440329313278198, 0.09145965576171874, 0.21824727058410645, -0.134375, 0.027212750911712647]","[1.0, 0.7280930280685425]","[-0.8235483551025391, 0.02979783535003662, -0.8679231262207031, -1.01, 0.00952936589717865, -0.54, 0.06549268960952759, 0.99640953540802, 1.8645164489746093, 0.2026846945285797, -3.2792312622070314, 0.3777679443359375]",-1.5,False
"[-0.8238925170898438, 0.030136709213256837, -0.8680144500732422, -1.01, 0.009528811573982238, -0.54, 0.06454196572303772, 0.9964224100112915, 1.8610748291015624, 0.20607897639274597, -3.2801445007324217, 0.3776958465576172]","[1.0, 0.058180876076221466]","[-0.8425218963623047, 0.02999995231628418, -0.8248834228515625, -1.01, 0.009522191286087035, -0.54, 0.12518376111984253, 0.9902040958404541, 1.674781036376953, 0.20477761030197145, -2.848834228515625, 0.33109939575195313]",0.5,False
"[-0.8435742950439453, 0.029999971389770508, -0.8224331665039063, -1.01, 0.009522191286087035, -0.54, 0.12619030475616455, 0.9900450706481934, 1.6642570495605469, 0.2047778010368347, -2.8243316650390624, 0.3284590530395508]","[1.0, -0.5687028169631958]","[-0.8766443634033203, 0.029999992847442626, -0.7918238830566406, -1.01, 0.009522191286087035, -0.54, -0.3563581705093384, 0.9315959215164185, 1.3335563659667968, 0.2047780156135559, -2.518238830566406, 0.2856892204284668]",0.5,False
"[-0.8766443634033203, 0.029999992847442626, -0.7918238830566406, -1.01, 0.009522191286087035, -0.54, -0.3563581705093384, 0.9315959215164185, 1.3335563659667968, 0.2047780156135559, -2.518238830566406, 0.2856892204284668]","[1.0, 0.977776825428009]","[-0.8826725769042969, 0.029999992847442626, -0.7477676391601562, -1.01, 0.009522191286087035, -0.54, 0.44718870520591736, 0.8905109167098999, 1.2732742309570313, 0.2047780156135559, -2.0776763916015626, 0.24453834533691407]",0.5,False
"[-0.8831224060058593, 0.029999992847442626, -0.7424533081054687, -1.01, 0.009522191286087035, -0.54, 0.4560222625732422, 0.8858619928359985, 1.2687759399414062, 0.2047780156135559, -2.0245330810546873, 0.23980117797851563]","[0.0, -0.996029257774353]","[-0.8834262084960938, 0.029999992847442626, -0.7388643646240234, -1.01, 0.009522191286087035, -0.54, -0.2943035364151001, 0.9517855048179626, 1.2657379150390624, 0.2047780156135559, -1.9886436462402344, 0.23661636352539062]",-0.1815185546875,False
"[-0.8834262084960938, 0.029999992847442626, -0.7388643646240234, -1.01, 0.009522191286087035, -0.54, -0.2943035364151001, 0.9517855048179626, 1.2657379150390624, 0.2047780156135559, -1.9886436462402344, 0.23661636352539062]","[1.0, 0.9600777626037598]","[-0.8881183624267578, 0.029999992847442626, -0.6973982238769532, -1.01, 0.009522191286087035, -0.54, 0.5167577862739563, 0.8499945402145386, 1.218816375732422, 0.2047780156135559, -1.5739822387695312, 0.2001216506958008]",0.5,False
"[-0.8881183624267578, 0.029999992847442626, -0.6973982238769532, -1.01, 0.009522191286087035, -0.54, 0.5167577862739563, 0.8499945402145386, 1.218816375732422, 0.2047780156135559, -1.5739822387695312, 0.2001216506958008]","[1.0, -0.9957265853881836]","[-0.921267318725586, 0.029999992847442626, -0.667811279296875, -1.01, 0.009522191286087035, -0.54, -0.2814588248729706, 0.9506599307060242, 0.8873268127441406, 0.2047780156135559, -1.27811279296875, 0.15693486213684082]",0.5,False
"[-0.921267318725586, 0.029999992847442626, -0.667811279296875, -1.01, 0.009522191286087035, -0.54, -0.2814588248729706, 0.9506599307060242, 0.8873268127441406, 0.2047780156135559, -1.27811279296875, 0.15693486213684082]","[1.0, 0.8872217535972595]","[-0.9320522308349609, 0.029999992847442626, -0.6245013427734375, -1.01, 0.009522191286087035, -0.54, 0.5122357606887817, 0.8407503962516785, 0.7794776916503906, 0.2047780156135559, -0.845013427734375, 0.116771879196167]",0.5,False
"[-0.9325765228271484, 0.029999992847442626, -0.6218867492675781, -1.01, 0.009522191286087035, -0.54, 0.5222212672233582, 0.8338592052459717, 0.7742347717285156, 0.2047780156135559, -0.8188674926757813, 0.11453896522521972]","[1.0, -0.9976819753646851]","[-0.968157730102539, 0.029999992847442626, -0.5952819442749023, -1.01, 0.009522191286087035, -0.54, -0.31399834156036377, 0.9061827659606934, 0.4184226989746094, 0.2047780156135559, -0.5528194427490234, 0.07229252338409424]",0.5,False
"[-0.968157730102539, 0.029999992847442626, -0.5952819442749023, -1.01, 0.009522191286087035, -0.54, -0.31399834156036377, 0.9061827659606934, 0.4184226989746094, 0.2047780156135559, -0.5528194427490234, 0.07229252338409424]","[1.0, 0.7845358848571777]","[-0.9858129119873047, 0.029999992847442626, -0.5541055297851563, -1.01, 0.009522191286087035, -0.54, 0.5060011148452759, 0.6288697719573975, 0.24187088012695312, 0.2047780156135559, -0.1410552978515625, 0.034688925743103026]",0.5,False
"[-0.9867655181884766, 0.029999992847442626, -0.5516148376464843, -1.01, 0.009522191286087035, -0.54, 0.5306587815284729, 0.5788973569869995, 0.23234481811523439, 0.2047780156135559, -0.11614837646484374, 0.033076968193054196]","[1.0, -0.9987099170684814]","[-0.9945083618164062, 0.029999992847442626, -0.5453707122802735, -1.01, 0.009522191286087035, -0.54, 0.05456450581550598, 0.6226332187652588, 0.1549163818359375, 0.2047780156135559, -0.053707122802734375, 0.026233103275299072]",1000.0,True
"[-0.9867655181884766, 0.029999992847442626, -0.5516148376464843, -1.01, 0.009522191286087035, -0.54, 0.5306587815284729, 0.5788973569869995, 0.23234481811523439, 0.2047780156135559, -0.11614837646484374, 0.033076968193054196]","[1.0, -0.9987099170684814]","[-0.9956444549560547, 0.02999356508255005, -0.5448618316650391, -0.8400006866455079, 0.009500123858451844, -0.8900002288818359, 0.6629236936569214, -0.7467334270477295, -1.5564376831054687, 0.20493441224098205, 3.4513839721679687, 0.37916419982910154]",-3.5,False
"[-0.9956444549560547, 0.02999652624130249, -0.5448618316650391, -0.8400006866455079, 0.009500120282173157, -0.8900002288818359, 0.6629234552383423, -0.7467331886291504, -1.5564376831054687, 0.20496405959129332, 3.4513839721679687, 0.3791643524169922]","[0.0, -0.9938651919364929]","[-0.9956444549560547, 0.029999911785125732, -0.5448618316650391, -0.8400006866455079, 0.009499442577362061, -0.8900002288818359, 0.9964801669120789, -0.06406444311141968, -1.5564376831054687, 0.20500469207763672, 3.4513839721679687, 0.3791645431518555]",-1.6281479597091675,False
"[-0.9956444549560547, 0.029999911785125732, -0.5448618316650391, -0.8400006866455079, 0.009499442577362061, -0.8900002288818359, 0.9964800477027893, -0.0640643835067749, -1.5564376831054687, 0.20500469207763672, 3.4513839721679687, 0.3791645431518555]","[0.0, -0.9998306035995483]","[-0.9956444549560547, 0.029999992847442626, -0.5448618316650391, -0.8400006866455079, 0.009499442577362061, -0.8900002288818359, 0.7500059008598328, 0.6592176556587219, -1.5564376831054687, 0.20500550270080567, 3.4513839721679687, 0.3791645431518555]",-0.5,False
"[-0.9956444549560547, 0.029999992847442626, -0.5448618316650391, -0.8400006866455079, 0.009499442577362061, -0.8900002288818359, 0.7500059008598328, 0.6592176556587219, -1.5564376831054687, 0.20500550270080567, 3.4513839721679687, 0.3791645431518555]","[0.0, -0.9988777041435242]","[-0.9956444549560547, 0.029999992847442626, -0.5448618316650391, -0.8400006866455079, 0.009499442577362061, -0.8900002288818359, 0.0650753378868103, 0.9964146018028259, -1.5564376831054687, 0.20500550270080567, 3.4513839721679687, 0.3791645431518555]",-0.5,False
"[-0.9956444549560547, 0.029999992847442626, -0.5448618316650391, -0.8400006866455079, 0.009499442577362061, -0.8900002288818359, 0.0650753378868103, 0.9964146018028259, -1.5564376831054687, 0.20500550270080567, 3.4513839721679687, 0.3791645431518555]","[0.0, -0.3359077274799347]","[-0.9956444549560547, 0.029999992847442626, -0.5448618316650391, -0.8400006866455079, 0.009499442577362061, -0.8900002288818359, -0.19701281189918518, 0.9789090156555176, -1.5564376831054687, 0.20500550270080567, 3.4513839721679687, 0.3791645431518555]",-0.5,False
